pitch,time,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mfcc_41,mfcc_42,mfcc_43,mfcc_44,mfcc_45,mfcc_46,mfcc_47,mfcc_48,mfcc_49,mfcc_50,mfcc_51,mfcc_52,mfcc_53,mfcc_54,mfcc_55,mfcc_56,mfcc_57,mfcc_58,mfcc_59,mfcc_60,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12
1357.6929,0.8591383219954648,-218.11365,223.15884,-5.616336,-39.97972,-13.094833,-21.15772,-33.566364,-2.2712352,14.084305,-13.043122,-9.206076,6.691596,8.281266,9.674896,-3.2044055,-13.566078,-1.3963321,0.78733766,-16.131718,-6.2529716,3.9185019,-8.552488,-2.5677936,-7.175412,-12.141601,3.9968224,-3.5936224,-10.644131,-5.7723703,-1.116202,0.9490223,-16.6404,-9.913078,6.212142,-13.503866,-14.340964,3.5341206,-2.4201803,-8.130351,-2.2455132,-5.691972,-10.723976,-7.2857785,-5.229556,-1.9142399,-4.986586,-8.443298,-1.3403163,-6.1108165,-5.17766,1.0854716,-10.449383,-9.951248,-9.851043,-17.833252,-11.532819,-9.423215,-0.07943773,15.586887,17.89107,0.104496956,0.31205004,0.10971676,0.06492257,0.42105702,1.0,0.15225317,0.109180234,0.4569377,0.108332045,0.046336386,0.06883665
1356.1853,0.8707482993197279,-218.75713,222.2094,-8.4626045,-42.171486,-14.58647,-25.318174,-35.528786,-1.6867328,14.363517,-13.787388,-10.763055,6.5127554,7.582535,9.234115,-2.295944,-14.232931,-2.3772073,0.7003153,-16.403334,-7.518371,2.7241445,-9.199482,-3.9504044,-7.240036,-10.427162,5.470154,-3.1645901,-10.408913,-4.254723,-0.15689623,0.6278572,-18.223373,-12.488874,4.8587985,-14.452781,-14.775784,2.9931316,-4.901396,-10.435047,-3.334062,-5.9429965,-10.816984,-6.2589445,-3.254722,-3.0049047,-7.3925233,-8.765475,-0.4591422,-5.3866434,-5.2685633,0.41312218,-11.74519,-9.496738,-8.257796,-18.708046,-12.849871,-10.346057,-1.1861422,14.896223,17.719345,0.11072188,0.31644985,0.10409888,0.075004436,0.4775389,1.0,0.13560289,0.11808648,0.44173738,0.095949724,0.06416318,0.08498728
1357.5878,0.8823582766439909,-217.5691,223.7529,-9.0668545,-42.537937,-13.392094,-25.957397,-36.67388,-2.551063,15.3784275,-12.287201,-11.54612,6.7783585,7.979224,10.098467,-0.76584554,-14.9384365,-3.4102962,-1.7936466,-17.871891,-6.1183662,2.8206224,-8.748646,-4.754483,-8.240422,-9.9799185,2.9931421,-4.75137,-11.478647,-5.838317,0.24170029,-0.28210568,-17.668203,-11.124068,6.1377506,-10.288313,-13.210658,2.5809245,-5.6856494,-11.389257,-1.1691344,-4.6356554,-9.639631,-4.6950064,-4.274474,-3.3970368,-7.398334,-8.246441,0.35652018,-6.368934,-6.104434,-0.6710253,-12.290798,-8.445186,-7.472291,-18.272236,-12.97619,-11.113849,-2.206623,14.836174,17.806515,0.10677308,0.307052,0.10512569,0.09705097,0.47345012,1.0,0.13644592,0.13030066,0.46434942,0.09291119,0.054032687,0.08135602
1355.4303,0.893968253968254,-213.92148,225.64056,-14.018291,-43.174847,-9.469843,-28.43153,-35.26817,0.64416265,12.384052,-12.426887,-10.266275,5.484925,7.833725,11.777401,0.32330036,-14.33655,-1.6462123,-1.7742919,-19.375164,-6.7668657,2.5623088,-9.21584,-6.0224032,-8.01036,-10.50137,0.97921693,-4.062957,-11.971911,-6.3210588,1.6290793,-1.5441723,-16.632294,-7.506151,6.8424835,-9.7836075,-12.8592615,1.3722184,-5.0689735,-8.115585,2.139755,-2.5184333,-8.900051,-5.6098213,-6.7848835,-5.766668,-6.5966983,-7.1458693,-0.24958181,-4.9902234,-5.879673,-1.4262743,-10.291386,-8.897831,-8.641275,-16.94172,-13.08918,-11.39399,-2.8367174,13.690733,17.786993,0.111738816,0.2839043,0.09516304,0.11507217,0.49294138,1.0,0.13906457,0.15934803,0.48927468,0.084813334,0.04020011,0.062856555
1335.9812,0.905578231292517,-206.84235,230.18861,-16.775105,-42.52248,-7.443594,-31.346245,-34.002934,2.4998717,8.86346,-12.753204,-7.373143,6.0972996,6.9919314,14.420807,4.211919,-15.169273,-2.1309698,-0.66522706,-19.633263,-4.5199156,7.1041026,-4.9592023,-3.0097013,-6.722993,-9.289971,3.3019252,-0.85049945,-10.01907,-6.3663387,0.7077414,-2.2175813,-14.469729,-3.6239166,8.278898,-10.456434,-12.0878105,2.2006137,-6.74453,-8.370871,2.8604212,-3.4614713,-8.887447,-5.1257715,-5.9148626,-4.9151735,-6.66562,-6.3898234,-0.6053148,-5.2906065,-5.3105063,-0.92037916,-6.52069,-6.662862,-8.844707,-13.778864,-11.069899,-12.963245,-6.9657245,7.066934,10.092321,0.147616,0.23508689,0.07956451,0.14142478,0.7193342,1.0,0.10318805,0.31531405,0.553304,0.058707435,0.0560304,0.05926506
1329.6819,0.9171882086167801,-204.503,228.92903,-18.138748,-38.244827,-4.6514277,-28.03012,-29.348469,2.4925985,8.094727,-12.342804,-6.9682417,6.5866094,5.5127263,15.62104,5.691441,-18.98293,-3.069374,0.46255785,-19.743172,-1.0283824,8.346809,-7.427783,-2.974432,-7.0017776,-9.879845,5.3452306,0.40432015,-10.119577,-6.2487984,-0.30033883,-1.9479299,-12.995241,-5.020094,6.703286,-10.352267,-10.599205,4.0628095,-7.7956214,-7.712739,4.70076,-4.9621468,-6.880254,-1.7629807,-7.0035934,-5.741498,-6.9131927,-6.6158338,1.5685487,-2.1548343,-3.5776234,0.4423849,-3.8067117,-5.042344,-9.168539,-13.192642,-10.169675,-15.637763,-11.956057,4.4474745,7.358983,0.18898095,0.21210717,0.08887901,0.17188154,0.9572847,1.0,0.091160156,0.5931445,0.7119282,0.04945527,0.07275109,0.064925656
1313.8402,0.9287981859410431,-197.27444,234.91014,-17.404041,-38.25332,-5.8778152,-31.95869,-34.110443,0.7533557,9.400085,-12.347105,-6.7283673,8.554315,4.6644316,14.271658,6.7780256,-19.359486,-4.413493,1.0907278,-17.149216,1.2151657,8.643672,-5.805273,0.19428504,-5.3601317,-8.663952,6.2565966,0.16465573,-10.030801,-5.8165135,0.16069868,-0.6888678,-12.254877,-4.892844,8.256538,-9.959278,-12.7791195,2.6013591,-8.016737,-7.224985,4.1112337,-6.7367935,-6.0885506,-0.6064298,-7.0018406,-3.828531,-4.682073,-6.4767485,-1.0569677,-5.688465,-4.9764624,-0.561075,-4.5457735,-2.5541399,-5.562126,-10.756733,-6.145591,-11.044338,-11.72566,-0.2672069,-0.9172487,0.19647646,0.14592898,0.068039484,0.20387329,0.9169381,0.58819854,0.13598624,1.0,0.7298458,0.057107873,0.095871456,0.06341625
1271.174,0.9404081632653061,-196.30313,236.88327,-14.085797,-37.813126,-8.6942835,-33.169098,-35.683945,1.1717131,13.341257,-11.217873,-6.765101,8.972492,3.9777417,15.2164345,8.841259,-17.843845,-3.4941382,2.4482265,-14.9895115,0.837811,7.5059385,-3.84582,2.0693238,-5.2486887,-8.209251,5.8464622,-1.2991153,-10.421327,-6.911791,-1.0532548,-0.55924714,-12.952329,-4.2008705,10.36076,-9.396147,-13.744367,-0.15595436,-10.014372,-8.309623,3.989928,-3.0509703,-2.6267762,1.2144847,-4.297477,-1.217612,-2.9560452,-6.4598303,-2.2907124,-7.2609673,-5.86396,-0.94335544,-4.8391075,-0.6432315,-3.4346747,-9.217308,-5.051674,-11.912853,-11.153925,0.015342951,-5.0624175,0.12182858,0.06474012,0.055517707,0.330485,0.4424388,0.10636723,0.36489066,1.0,0.32266235,0.048588686,0.04784421,0.075710796
1241.206,0.9520181405895691,-192.67155,238.46686,-11.073221,-36.278778,-12.872709,-30.625154,-32.322422,2.3018625,16.105316,-13.974421,-9.74551,8.216894,2.7022138,16.802662,9.026597,-18.39928,-3.4462898,-1.6892881,-20.121765,-3.5830297,4.1089063,-3.0714412,4.730398,-2.9211214,-6.4590755,5.949256,-3.2978497,-13.11212,-6.776084,0.29084462,-1.6487905,-14.762204,-6.4961596,9.077433,-7.2819366,-12.367647,0.043260187,-9.097741,-8.547102,2.8422763,-4.7544904,-2.2531443,2.7726822,-6.2159433,-0.9629876,-0.10302973,-6.1444435,-0.8857595,-5.492283,-5.1832104,-0.21483862,-4.9299555,0.22302246,-2.443696,-7.044059,-0.6890744,-8.597697,-7.162449,3.1627312,-5.2808404,0.06346751,0.08744555,0.13741757,0.3983857,0.2546226,0.2861196,1.0,0.51447403,0.10814914,0.06964009,0.042445187,0.10311993
1271.1353,0.9636281179138322,-197.94255,237.9668,-6.4690475,-36.09028,-15.826028,-33.011124,-30.490833,5.472066,16.618938,-13.445757,-9.017687,8.794298,3.3895903,15.554438,5.968464,-21.729067,-5.715063,-2.053251,-20.32975,-5.182364,3.1728902,-4.2375717,0.53573704,-4.976243,-4.287695,7.3310285,-1.8163152,-10.726598,-5.774158,0.52989554,-1.1306028,-13.575902,-6.345925,8.380486,-5.0572124,-8.162633,4.1587844,-5.3264804,-8.139321,0.14313358,-6.9836044,-4.4567657,0.06439024,-8.36529,-2.0589983,1.5517194,-2.7130003,1.4580051,-4.51696,-5.4433928,-0.24145514,-4.389106,0.2554356,-1.4703664,-5.227795,2.1741319,-5.295265,-6.351567,3.987062,-3.0322547,0.04326799,0.057588354,0.12867968,0.1476522,0.1654701,0.8267062,1.0,0.15468298,0.13866712,0.06643425,0.07667074,0.068814695
